年,都道府県市区町村,自民得票計,井上得票,投票者数,UC有無,HS有無,HC有無,A2101_住民基本台帳人口（日本人）,A210101_住民基本台帳人口（日本人）（男）,A210102_住民基本台帳人口（日本人）（女）,A2201_住民基本台帳人口（外国人）,A2301_住民基本台帳人口（総数）,A4101_出生数,A4200_死亡数,A5101_転入者数（日本人移動者）,A5102_転出者数（日本人移動者）,A5103_転入者数,A5104_転出者数,A7103_住民基本台帳世帯数（日本人）,A9101_婚姻件数,A9201_離婚件数,B1101_総面積（北方地域及び竹島を除く）,B1102_総面積（北方地域及び竹島を含む）,B1103_可住地面積,B1104_主要湖沼面積,C120110_課税対象所得,C120120_納税義務者数（所得割）,C120130_納税義務者数（均等割）,C3107_耕地面積,C3403_製造業事業所数,C3404_製造業従業者数,D1202_一般行政部門職員数（市区町村）,E1101_幼稚園数,E1501_幼稚園在園者数,E2101_小学校数,E2401_小学校教員数,E2501_小学校児童数,E3101_中学校数,E3401_中学校教員数,E3501_中学校生徒数,E3901_義務教育学校数,E3902_義務教育学校前期課程学級数,E3903_義務教育学校後期課程学級数,E3904_義務教育学校教員数,E3905_義務教育学校前期課程児童数,E3906_義務教育学校後期課程生徒数,E4101_高等学校数,E4501_高等学校生徒数,F1101_労働力人口,F110101_労働力人口（男）,F110102_労働力人口（女）,F1102_就業者数,F110201_就業者数（男）,F110202_就業者数（女）,F1103_就業者数・主に仕事,F1104_就業者数・家事のほか仕事,F1105_就業者数・通学のかたわら仕事,F1106_就業者数・休業者,F1107_完全失業者数,F110701_完全失業者数（男）,F110702_完全失業者数（女）,F1108_非労働力人口,F110801_非労働力人口（男）,F110802_非労働力人口（女）,F1109_非労働力人口・家事,F1110_非労働力人口・通学,F1111_非労働力人口・その他,F1301_農林漁業者,F1302_農林漁業雇用者,F1303_会社団体役員,F1304_商店主,F1305_工場主,F1306_サービス・その他の事業主,F1307_専門職業者,F1308_技術者,F1309_教員・宗教家,F1310_文筆家・芸術家・芸能家,F1311_管理職,F1312_事務職,F1313_販売人,F1314_技能者,F1315_労務作業者,F1316_個人サービス人,F1317_保安職,F1318_内職者,F2116_就業者数（65歳以上）,F2201_第1次産業就業者数,F2211_第2次産業就業者数,F2221_第3次産業就業者数,F2401_雇用者数（国勢調査結果）,F2402_役員数,F2403_雇人のある業主数,F2404_雇人のない業主数,F2405_家族従業者数（国勢調査結果）,F2406_自営業主及び家族従業者数,F2409_雇用者数（正規の職員・従業員）,F2410_雇用者数（労働者派遣事業所の派遣社員）,F2411_雇用者数（パート・アルバイト・その他）,F2701_自市区町村で従業している就業者数,F270101_自市区町村で従業している就業者数（男）,F270102_自市区町村で従業している就業者数（女）,F2702_県内他市区町村で従業している就業者数,F270201_県内他市区町村で従業している就業者数（男）,F270202_県内他市区町村で従業している就業者数（女）,F2703_他県で従業している就業者数,F270301_他県で従業している就業者数（男）,F270302_他県で従業している就業者数（女）,F2705_他市区町村への通勤者数,F270501_他市区町村への通勤者数（男）,F270502_他市区町村への通勤者数（女）,F2801_従業地による就業者数,F2802_他県に常住している就業者数,F2803_他市区町村からの通勤者数,G1201_公民館数,G1401_図書館数,H1800_着工新設住宅戸数,H1801_着工新設持家数,H1802_着工新設貸家数,H1803_着工新設分譲住宅数,H1804_着工新設給与住宅数,H1810_着工新設持家・分譲住宅数,H2600_着工新設住宅床面積,H2601_着工新設持家床面積,H2602_着工新設分譲住宅床面積,H2603_着工新設貸家床面積,H2604_着工新設給与住宅床面積,H7207_軽自動車等台数,H7208_二輪の小型自動車台数,H7209_原動機付自転車台数,H720901_原動機付自転車台数（50ｃｃ以下）,H720902_原動機付自転車台数（50ｃｃ超90ｃｃ以下）,H720903_原動機付自転車台数（90ｃｃ超）,H720904_原動機付自転車台数（ミニカー）,H7210_軽自動車及び小型特殊自動車台数,H721001_二輪車台数（側車付のものを含む）,H721002_三輪車台数,H7701_テレビ放送受信契約数,H770101_衛星放送受信契約数,I5101_病院数,I510110_精神科病院数,I510120_一般病院数,I510150_療養病床を有する病院数,I5102_一般診療所数,I510201_有床一般診療所数,I5103_歯科診療所数,I5211_病院病床数,I5212_一般診療所病床数,I5511_介護老人保健施設数（基本票）,I5512_介護老人保健施設定員数（基本票）,J2221_保護施設数（基本票）（医療保護施設を除く）,J230127_介護老人福祉施設数（基本票）,J230128_介護老人福祉施設定員数（基本票）,J2304_老人福祉施設数（基本票）,J230411_養護老人ホーム数（基本票）,J230412_養護老人ホーム定員数（基本票）,J230421_有料老人ホーム数（基本票）,J230422_有料老人ホーム定員数（基本票）,J230431_軽費老人ホーム数（基本票）,J230432_軽費老人ホーム定員数（基本票）,J250204_児童福祉施設等数（基本票）,J250302_保育所等数（基本票）,J250303_公営保育所等数（基本票）,J2804_母子・父子福祉施設数（基本票）,J2905_障害者支援施設等数（基本票）,J2906_婦人保護施設数（基本票）,J4101_国民健康保険被保険者数
2019,北海道標茶町,1335.978,2,4094,0,0,0,7317,3536,3781,108,7425,43,91,260,312,289,324,3563,20,10,109937,109937,36226,799,10919887,3427,3859,28900,4,136,126,1,23,6,67,368,4,44,201,0,0,0,0,0,0,1,205,4031,2237,1794,3953,2192,1761,3353,555,9,36,78,45,33,2695,984,1711,854,280,1561,850,360,80,40,40,50,40,190,230,20,30,520,250,510,240,430,50,0,567,1262,494,2178,2606,201,126,409,589,1124,1714,23,869,3587,1941,1646,334,229,105,3,3,0,337,232,105,4008,3,392,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4755,189,279,206,13,29,31,4287,97,0,2835,1433,1,0,1,0,1,0,3,60,0,0,0,0,1,100,1,0,0,1,15,1,50,6,5,5,0,1,0,2450
2019,北海道弟子屈町,1390.998,0,4036,0,0,0,6875,3290,3585,62,6937,30,135,249,322,270,334,3743,33,9,77433,77433,16144,9876,9198603,3006,3417,10200,6,103,122,0,0,5,44,276,2,29,150,0,0,0,0,0,0,1,78,4086,2264,1822,3958,2179,1779,3383,516,3,56,128,85,43,2861,1005,1856,905,226,1730,360,170,130,70,20,40,20,240,180,40,50,630,270,530,390,750,120,0,717,594,582,2768,2846,257,94,407,338,839,1755,25,1066,3744,2033,1711,181,128,53,8,6,2,189,134,55,4086,7,317,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3355,117,228,166,9,34,19,3010,132,0,3270,1583,2,0,2,2,5,0,3,199,0,0,0,0,1,100,2,1,70,2,58,0,0,2,2,1,0,1,0,1904
2019,北海道鶴居村,556,0,1471,0,0,0,2488,1263,1225,32,2520,15,30,115,92,118,92,1166,3,3,57180,57180,11747,0,3644899,1115,1260,9470,3,34,53,0,0,3,33,115,2,26,87,0,0,0,0,0,0,0,0,1251,729,522,1230,716,514,1029,186,1,14,21,13,8,931,322,609,275,89,567,260,170,30,10,10,10,30,60,100,10,10,160,70,100,70,150,20,0,167,421,115,690,869,72,39,101,142,282,556,10,303,994,564,430,228,148,80,1,1,0,229,149,80,1373,3,372,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,38,62,45,11,3,3,1360,35,0,1019,508,1,0,1,1,1,0,1,146,0,1,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,752
2019,北海道白糠町,1354.136,5,3949,0,0,0,7429,3527,3902,110,7539,22,107,162,237,165,239,3965,16,8,77313,77313,10264,0,7609635,3083,3563,4790,26,1785,126,0,0,2,28,153,2,27,88,1,6,3,29,97,46,1,87,4083,2263,1820,3894,2129,1765,3252,577,14,51,189,134,55,3181,1073,2108,1196,262,1723,260,170,70,30,50,50,20,140,170,30,40,590,330,1100,430,390,50,0,685,539,1215,2127,3099,237,131,231,181,543,1919,43,1137,2888,1472,1416,972,634,338,10,10,0,982,644,338,4366,3,1454,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3406,109,137,97,6,21,13,3160,105,1,3159,1435,0,0,0,0,6,0,4,0,0,0,0,0,1,72,0,0,0,0,0,0,0,6,3,2,0,1,0,1945
2019,北海道別海町,2595.937,4,7462,0,0,0,14417,7333,7084,410,14827,105,154,475,635,543,670,6388,59,29,131963,131963,80524,0,27804384,7689,8365,63300,20,870,220,5,202,8,129,875,8,112,438,0,0,0,0,0,0,1,339,8619,5024,3595,8507,4950,3557,7216,1193,15,83,112,74,38,4167,1382,2785,1462,442,2263,2520,760,110,50,40,80,100,350,400,30,70,1110,460,1100,430,440,340,0,1057,3357,1115,3924,5126,470,362,1022,1446,2830,3309,53,1764,7889,4589,3300,530,305,225,2,1,1,532,306,226,9170,10,1195,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9677,287,532,383,45,77,27,8858,326,0,5581,3156,1,0,1,0,6,1,4,84,3,1,50,0,1,90,1,0,0,0,0,1,30,6,3,3,0,2,0,5896
2019,北海道中標津町,3405.591,3.6,10411,0,0,1,23089,11384,11705,114,23203,163,208,879,1027,916,1045,11250,99,62,68487,68487,35511,0,34628417,11361,12463,24500,29,499,168,5,395,3,103,1199,2,55,662,1,6,3,33,90,44,2,635,13034,7390,5644,12615,7141,5474,10727,1735,29,124,419,249,170,6912,2273,4639,2684,859,3369,1110,540,290,80,100,200,170,710,770,60,20,1870,1530,2410,1160,1340,320,0,1344,1553,2452,8535,9929,675,313,809,812,1934,6615,43,3271,11019,6034,4985,1509,1053,456,7,6,1,1516,1059,457,11905,6,806,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11313,550,689,449,79,119,42,10074,446,0,8400,4242,2,0,2,2,6,1,10,319,11,0,0,0,2,90,1,0,0,0,0,0,0,8,2,1,0,1,0,5586
2019,北海道標津町,1305.025,0,2912,0,0,0,5044,2453,2591,79,5123,33,55,142,224,162,246,2296,8,5,62469,62469,20917,0,7843191,2396,2696,12000,13,287,83,0,0,2,38,255,2,26,126,0,0,0,0,0,0,1,125,2976,1711,1265,2899,1665,1234,2428,438,6,27,77,46,31,1584,525,1059,610,191,783,570,250,60,40,20,70,30,100,110,10,40,400,190,440,220,230,90,0,473,958,470,1468,1920,174,298,125,380,803,1148,6,766,2512,1459,1053,370,199,171,1,1,0,371,200,171,3105,14,577,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2668,71,151,121,4,17,9,2446,67,0,1905,1016,1,0,1,0,1,0,2,35,0,0,0,0,1,63,0,0,0,1,11,0,0,3,2,2,0,1,0,1963
2019,北海道羅臼町,710.866,0,2362,0,0,0,4727,2355,2372,39,4766,21,66,106,250,117,262,2043,20,13,39772,39772,11799,0,7019467,2292,2580,740,18,242,64,2,94,2,35,231,1,17,112,0,0,0,0,0,0,1,104,3275,1939,1336,3221,1904,1317,2660,509,6,46,54,35,19,1490,423,1067,574,161,755,570,520,120,40,30,60,10,50,140,20,60,330,170,510,190,300,80,0,523,1262,648,1311,2163,298,187,201,357,745,1414,15,734,3144,1855,1289,39,26,13,1,1,0,40,27,13,3297,8,116,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2091,38,61,52,3,4,2,1992,35,0,2020,1436,0,0,0,0,2,1,1,0,14,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,2124
2022,北海道札幌市中央区,37223.677,162.9,115948,0,1,1,237228,107276,129952,2716,239944,1542,2256,20653,18188,21102,18650,143803,1564,511,4642,4642,2685,0,NA,NA,NA,NA,77,1634,NA,14,1579,16,499,9823,10,280,4203,0,0,0,0,0,0,8,6242,108064,57113,50951,102279,54121,48158,87322,10906,2089,1962,5785,2992,2793,68920,20794,48126,28274,10865,29781,50,50,3770,730,200,920,6920,9980,3920,2570,560,22570,13130,5520,3970,10970,1800,0,9581,269,8532,80236,74708,7385,2158,4945,1258,8361,50227,2810,21671,63991,32010,31981,25267,14727,10540,642,557,85,25909,15284,10625,245740,1090,169370,0,2,2591,185,1576,829,1,1014,174204,30193,67535,76341,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108694,67652,39,4,35,10,371,26,285,8590,264,5,491,0,6,513,4,2,130,43,2342,1,100,80,38,1,2,12,0,NA
2022,北海道札幌市北区,37577.628,390.945,125943,1,1,0,283019,134451,148568,3035,286054,1723,2881,15080,13684,15578,14238,151287,1135,505,6357,6357,6319,0,NA,NA,NA,NA,70,1509,NA,14,2637,32,794,14765,17,502,7522,0,0,0,0,0,0,9,7866,129316,71331,57985,122701,67275,55426,98818,16844,4427,2612,6615,4056,2559,95273,32827,62446,35910,17920,41443,370,280,2730,570,920,1160,3040,9780,6210,1700,500,23440,15800,18130,8410,13730,1880,90,12341,664,19520,91745,98203,6305,1671,6307,1660,9638,59824,3166,35213,53893,26160,27733,58714,35130,23584,547,499,48,59261,35629,23632,106551,263,43111,0,1,2493,604,937,948,4,1552,223254,73142,100896,48869,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96243,47709,24,5,19,8,183,19,165,3561,268,7,540,0,10,812,4,0,0,42,1708,3,180,94,55,4,0,12,0,NA
2022,北海道札幌市東区,33588.888,338.974,111951,0,0,0,260440,123511,136929,1858,262298,1838,2596,14900,13758,15263,14111,142983,1297,520,5697,5697,5696,0,NA,NA,NA,NA,186,5317,NA,9,1764,28,690,11982,15,413,6075,0,0,0,0,0,0,6,5352,121080,67234,53846,114463,63154,51309,95151,14623,2555,2134,6617,4080,2537,84208,28412,55796,31702,11750,40756,260,90,2310,500,820,900,2210,10240,3760,1430,210,22950,16610,17810,9130,13280,2620,30,10664,541,18195,85283,92061,5721,1439,5415,1318,8172,56991,3092,31978,53959,26924,27035,51265,30450,20815,320,295,25,51585,30745,20840,102034,155,39156,0,1,2074,498,1189,387,0,885,161763,60795,41476,59492,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83342,37602,24,2,22,3,133,22,138,3641,338,6,555,1,8,660,4,0,0,65,1928,3,170,84,50,2,0,11,0,NA
2022,北海道札幌市白石区,27229.29,286.979,92160,1,0,0,212799,101060,111739,1251,214050,1560,2165,14104,12722,14373,12928,123613,1296,508,3447,3447,3441,0,NA,NA,NA,NA,193,6670,NA,7,1567,20,504,8639,8,271,4238,0,0,0,0,0,0,3,2311,99569,54404,45165,93850,50998,42852,78661,11443,1655,2091,5719,3406,2313,60364,19733,40631,23374,7421,29569,10,110,1830,330,750,680,830,8170,2680,1350,180,17890,12650,14050,7410,10200,1300,10,8639,310,15008,67905,74069,4393,1059,4279,938,6276,45976,2992,25101,40041,20306,19735,43713,24623,19090,370,340,30,44083,24963,19120,93689,135,43922,0,1,1475,295,1022,158,0,453,101900,35009,17908,48983,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66515,29076,21,3,18,6,115,10,109,3683,133,4,380,3,8,653,4,0,0,29,1197,3,170,74,44,5,0,13,0,NA
2022,北海道札幌市厚別区,19525.168,129.939,65423,0,1,0,125539,57521,68018,735,126274,609,1360,5828,6111,5953,6152,65266,426,204,2438,2438,2314,0,NA,NA,NA,NA,29,2199,NA,8,645,13,318,5557,9,213,2875,0,0,0,0,0,0,4,3489,58573,32155,26418,55077,30058,25019,44915,7935,1141,1086,3496,2097,1399,50893,16929,33964,19365,6762,24766,60,130,1260,330,160,270,1530,5730,2880,580,230,13010,8030,7210,4100,6120,880,40,5240,267,7574,44032,47124,2530,576,2145,475,3196,28525,1679,16920,20442,9010,11432,31723,19208,12515,278,260,18,32001,19468,12533,45093,81,22017,0,1,982,180,540,261,1,441,74958,22005,27872,24716,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43526,23011,16,0,16,6,87,9,60,2614,153,4,400,0,8,654,2,0,0,14,625,1,50,29,20,1,0,2,0,NA
2022,北海道札幌市豊平区,33943.754,268.893,105304,1,0,0,222923,103101,119822,1512,224435,1598,2175,16263,14742,16501,15030,128642,1348,379,4623,4623,2624,0,NA,NA,NA,NA,37,1139,NA,14,2863,22,539,9785,11,308,4510,0,0,0,0,0,0,6,6550,101892,54823,47069,96299,51534,44765,80521,11562,2198,2018,5593,3289,2304,68167,22001,46166,26860,9433,31874,30,120,1690,480,310,700,1890,8440,3950,1660,280,22690,13710,9700,6520,11100,2290,40,8830,331,10626,74802,76201,4625,1159,4411,922,6492,47983,3043,25175,33478,15785,17693,52829,29911,22918,422,380,42,53251,30291,22960,68613,133,25565,1,1,2700,326,1948,426,0,752,171414,40204,38610,92600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72846,36866,14,1,13,6,140,14,131,2476,231,5,445,0,9,690,4,0,0,48,1989,3,140,71,32,3,0,6,0,NA
2022,北海道札幌市清田区,16719.581,118.991,54159,0,0,0,112071,53226,58845,599,112670,517,1197,4149,4338,4229,4390,52959,255,202,5987,5987,3010,0,NA,NA,NA,NA,15,964,NA,8,1276,15,355,6336,8,220,3651,0,0,0,0,0,0,4,2423,52082,29383,22699,49704,27903,21801,39609,8064,1177,854,2378,1480,898,39941,13375,26566,15733,6093,18115,50,150,1400,280,400,350,820,4250,2720,630,140,9480,7470,7830,3680,5480,1110,20,4930,336,7737,38088,40598,2893,602,2337,547,3486,24421,1172,15005,18329,8143,10186,27975,17639,10336,334,312,22,28309,17951,10358,33589,34,12194,0,1,433,274,85,72,2,346,46354,32725,7813,5645,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33289,16882,11,2,9,6,57,6,59,2065,97,3,265,0,8,558,3,0,0,13,523,2,100,28,13,1,0,5,0,NA
2022,北海道札幌市南区,23473.607,155.878,68829,0,0,0,135049,62677,72372,699,135748,646,1809,7477,7161,7633,7303,72341,373,209,65748,65748,11376,0,NA,NA,NA,NA,20,301,NA,15,1232,20,388,5705,10,227,2869,0,0,0,0,0,0,6,4101,62332,34715,27617,59135,32690,26445,47775,8733,1264,1363,3197,2025,1172,55341,18970,36371,20880,7035,27426,170,50,1510,320,370,550,1220,4760,2600,1070,190,10860,6980,6430,4600,8600,3810,60,7701,485,6720,47690,47641,3282,826,3279,804,4909,28752,1620,17269,27445,13148,14297,27757,17197,10560,239,217,22,27996,17414,10582,42634,52,11495,0,1,651,321,206,123,1,444,59663,37465,12142,9897,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49499,23817,16,3,13,5,78,9,70,2846,153,5,476,0,6,600,5,1,100,37,1611,3,250,36,16,0,0,9,0,NA
2022,北海道札幌市西区,33573.849,248.86,106180,0,1,0,217078,100199,116879,1050,218128,1459,2224,12681,10879,12878,10998,116644,1049,387,7510,7510,2864,0,NA,NA,NA,NA,180,6397,NA,13,2237,20,544,10140,10,338,5321,0,0,0,0,0,0,3,2657,97581,53363,44218,91945,49925,42020,76986,11941,1474,1544,5636,3438,2198,73958,23944,50014,29282,9034,35642,130,120,1790,480,400,710,2170,9830,4000,1330,290,20100,12780,12750,6000,9480,1400,120,8765,331,13427,71428,75066,4624,1228,4398,1011,6637,47996,2385,24685,38435,18154,20281,47331,28092,19239,373,342,31,47704,28434,19270,73425,116,29184,0,2,1773,434,944,394,1,828,144298,53313,38319,52457,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70186,34134,23,2,21,7,133,14,131,3516,206,6,547,0,6,521,4,0,0,30,1491,3,130,70,38,2,0,13,1,NA
2022,北海道札幌市手稲区,20177.62,201.955,68838,1,0,0,141453,66651,74802,521,141974,767,1598,6188,5341,6266,5483,69818,388,266,5677,5677,3569,0,NA,NA,NA,NA,79,2419,NA,6,1632,16,410,7339,9,247,3678,0,0,0,0,0,0,3,2491,62443,35164,27279,58860,32913,25947,48078,8758,1176,848,3583,2251,1332,53987,18585,35402,19727,7355,26905,20,50,940,260,470,380,880,5460,2990,790,240,11500,8100,10440,4670,6330,860,50,5556,256,11164,44659,49727,2662,662,2632,691,3985,30249,1431,18047,22717,10107,12610,33359,21050,12309,136,128,8,33495,21178,12317,38250,31,12885,0,1,929,378,265,286,0,664,85149,44485,25689,14975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46096,19101,14,2,12,8,81,12,74,3611,198,4,336,0,7,570,5,1,100,11,481,3,210,40,19,1,0,2,0,NA
2022,北海道函館市,35050.834,193.936,109049,1,1,1,250793,114220,136573,1098,251891,1231,3827,7816,8723,7966,8881,140413,929,431,67787,67787,12334,0,314220339,109204,118336,1940,247,7231,1270,13,1235,45,769,10263,25,451,5556,0,0,0,0,0,0,15,6626,123676,66690,56986,117125,62636,54489,97721,15538,1354,2512,6551,4054,2497,103553,34217,69336,36149,11311,56093,2510,650,2540,1180,960,1300,2390,9350,5140,1000,420,18020,14130,19740,10190,16240,2830,110,15961,4137,19490,86480,91460,6193,2642,7623,3713,13978,57527,1987,31946,102578,53107,49471,8432,5713,2719,701,664,37,9133,6377,2756,122722,359,14730,2,1,1265,515,549,200,1,715,113948,62004,20777,31005,162,74214,2338,3048,2028,320,622,78,68828,1688,0,108253,44883,27,1,26,13,212,24,128,6102,294,8,896,3,19,1351,11,2,270,66,2307,5,205,89,53,2,1,14,0,53976
2022,北海道小樽市,14170.684,90,51954,0,0,1,111768,50425,61343,682,112450,425,1932,2914,3431,3027,3493,62014,318,144,24383,24383,8009,0,120872719,46826,51391,183,212,7401,694,13,746,17,343,4101,13,217,2276,0,0,0,0,0,0,7,3113,54397,29314,25083,51317,27330,23987,42742,6864,865,846,3080,1984,1096,53928,18733,35195,18672,5433,29823,420,210,1270,640,480,590,670,4160,2400,450,240,8550,6250,9050,4390,7750,1230,50,7484,710,8909,39508,41823,2905,931,3135,1108,5174,25424,836,15563,41516,20689,20827,8480,5779,2701,145,136,9,8625,5915,2710,53134,85,10442,0,1,290,179,92,19,0,198,27870,21866,1986,4018,0,25766,1094,2599,1850,244,468,37,22073,1144,2,48143,19567,16,4,12,7,82,15,78,2971,211,5,500,0,5,502,4,1,200,16,725,2,150,31,22,5,0,9,0,23626
2022,北海道旭川市,46735.632,475.937,136810,1,1,1,330165,153202,176963,1232,331397,1913,4617,9839,9858,10028,10068,176841,1280,545,74766,74766,35194,0,403911656,142463,154600,13800,318,8787,1532,27,2385,53,1214,14817,27,638,7908,0,0,0,0,0,0,13,8907,160082,87034,73048,152385,82441,69944,127323,20908,1747,2407,7697,4593,3104,128509,43521,84988,45559,13375,69575,3420,1190,3560,1150,1470,1850,2630,13260,7760,1670,620,24940,19790,27590,12610,19930,5590,140,19051,4069,26028,116152,124734,8159,2891,8745,3478,15114,78813,2650,43271,139119,73726,65393,8558,5926,2632,303,265,38,8861,6191,2670,153462,169,9938,27,5,1706,760,723,221,2,981,161098,93472,23453,43675,498,93693,4300,4960,3022,666,1084,188,84433,3661,1,113054,42705,39,3,36,19,230,32,170,6995,479,11,922,0,20,1300,14,3,270,256,5898,9,475,108,71,3,0,15,0,67481
2022,北海道室蘭市,10436.365,34,37093,0,0,1,81130,38906,42224,449,81579,421,1236,2764,3398,2829,3446,44801,294,118,8101,8101,4340,0,104235409,35218,38120,227,123,7058,353,10,974,10,236,3312,8,145,1700,0,0,0,0,0,0,6,2810,39243,23418,15825,37286,22145,15141,31272,4662,770,582,1957,1273,684,37414,13467,23947,13236,4573,19605,140,120,740,330,230,470,880,3600,1570,190,190,6120,3590,8220,3360,4460,590,30,5036,351,9384,26169,31378,1779,680,1658,672,3010,20671,613,10094,31920,18979,12941,4012,2213,1799,134,126,8,4146,2339,1807,44396,107,11256,0,1,466,182,241,23,20,205,39878,21229,2342,15405,902,20734,854,976,627,99,213,37,18904,604,0,35645,16509,7,1,6,3,53,3,41,2142,41,3,250,0,4,324,7,1,80,7,268,6,269,18,11,0,0,2,0,15606
2022,北海道釧路市,22014.728,157.733,67485,1,1,1,164748,77663,87085,919,165667,863,2271,5308,6251,5439,6480,93194,633,308,136329,136329,30949,1611,204106396,72666,78458,10500,158,4581,921,24,1916,27,587,7095,17,355,4006,0,0,0,0,0,0,8,4190,78388,43784,34604,74840,41632,33208,63305,9561,867,1107,3548,2152,1396,66161,23208,42953,22714,6845,36602,860,850,1400,550,540,780,1040,5310,3790,780,380,12420,8990,14260,7120,9640,1690,20,8637,1679,13682,54775,61003,3728,1302,3643,1451,6396,38524,1165,21314,65204,35668,29536,5691,3508,2183,203,184,19,5894,3692,2202,75032,205,6086,1,2,644,324,247,70,3,394,61153,39294,7385,13835,639,50061,1577,1678,1093,199,306,80,46806,1323,0,67617,29646,17,2,15,7,80,9,87,3452,129,4,384,0,10,795,17,1,80,47,1479,3,150,57,26,5,0,7,0,33552
2022,北海道帯広市,24761.91,207.927,71567,1,1,1,164792,78473,86319,878,165670,1076,1839,7120,6859,7320,6966,88314,835,275,61934,61934,38281,0,236724353,78069,83329,23000,122,4946,789,13,1795,26,624,7969,14,324,3910,0,0,0,0,0,0,8,5153,82977,45895,37082,79840,44102,35738,67681,10166,756,1237,3137,1793,1344,55718,19135,36583,19367,6901,29450,2040,1410,2310,620,510,830,1380,6130,3500,680,240,12980,9520,13060,7370,8910,2930,50,9343,3923,14264,56126,62546,4524,1608,4289,2518,8415,39628,2010,20908,64810,34677,30133,10610,6741,3869,104,85,19,10714,6826,3888,85408,119,16282,0,1,1121,456,558,96,11,552,96253,54206,10220,31030,797,56872,1967,2164,1456,222,391,95,52741,1752,2,58118,26165,19,1,18,8,103,14,96,3298,171,5,500,1,7,507,3,2,200,28,1001,1,50,35,26,8,0,13,0,33604
2022,北海道北見市,18481.155,64.826,49490,0,0,1,114960,54655,60305,475,115435,611,1512,3670,4003,3745,4051,61254,467,201,142741,142741,42515,5251,154881059,52358,58178,23700,107,2589,781,7,624,23,466,5212,13,260,2651,1,2,3,24,32,22,8,2971,58274,32427,25847,55971,31001,24970,46937,7311,637,1086,2303,1426,877,41549,14556,26993,13657,5213,22679,3050,1040,1390,460,420,590,730,3590,2760,350,190,8280,6460,9570,5460,6860,930,40,7626,3903,9632,38336,42634,2957,1314,3229,2460,7003,26520,1011,15103,49738,26916,22822,2934,2083,851,71,59,12,3005,2142,863,55376,57,2410,8,8,620,239,321,57,3,296,53328,29728,5707,17626,267,47817,1737,2458,1592,306,416,144,43622,1442,0,40816,20085,14,2,12,5,65,12,53,1713,186,3,280,0,10,666,6,2,230,30,679,3,142,50,27,10,1,5,0,26040
2022,北海道夕張市,1108,9,3902,0,0,0,7381,3438,3943,49,7430,22,186,144,317,148,339,4365,23,6,76307,76307,11165,0,6853040,3066,3413,726,16,618,82,1,16,1,22,187,1,17,100,0,0,0,0,0,0,1,66,3938,2207,1731,3721,2049,1672,3222,440,7,52,217,158,59,4395,1638,2757,1179,189,3027,370,180,90,60,30,50,20,100,180,20,40,450,260,850,440,560,110,0,744,582,815,2315,2811,170,153,285,289,727,1683,42,1086,3399,1802,1597,304,235,69,5,5,0,309,240,69,4022,7,610,1,0,5,5,0,0,0,5,449,449,0,0,0,2389,64,163,127,6,26,4,2162,65,0,3735,1656,0,0,0,0,6,1,5,0,19,2,110,0,1,105,3,1,50,0,0,1,50,3,3,0,0,4,0,2147
2022,北海道岩見沢市,11336.128,192,36018,1,1,1,79139,36953,42186,213,79352,369,1094,2367,2747,2402,2763,41296,294,130,48102,48102,31831,0,93437287,34138,37093,19800,59,2754,414,5,696,14,298,3483,9,183,1862,0,0,0,0,0,0,4,2334,39807,22106,17701,37845,20877,16968,31554,5234,513,544,1962,1229,733,33547,11532,22015,11796,3948,17803,3320,480,740,190,280,370,390,3030,2400,190,270,5950,4030,6630,3110,4480,980,10,5134,3308,6710,26484,29937,1863,757,2453,1889,5099,18622,845,10470,28762,14756,14006,8020,5451,2569,69,65,4,8089,5516,2573,35192,25,5436,0,2,343,183,153,7,0,190,30375,21825,745,7805,0,29995,1024,1619,1188,114,248,69,27352,924,1,28850,11780,8,3,5,3,59,10,49,1712,146,4,338,0,5,460,2,0,0,11,421,2,130,33,18,4,0,9,0,16951
