年,都道府県市区町村,自民得票計,井上得票,投票者数,UC有無,HS有無,HC有無,A2101_住民基本台帳人口（日本人）,A210101_住民基本台帳人口（日本人）（男）,A210102_住民基本台帳人口（日本人）（女）,A2201_住民基本台帳人口（外国人）,A2301_住民基本台帳人口（総数）,A4101_出生数,A4200_死亡数,A5101_転入者数（日本人移動者）,A5102_転出者数（日本人移動者）,A5103_転入者数,A5104_転出者数,A7103_住民基本台帳世帯数（日本人）,A9101_婚姻件数,A9201_離婚件数,B1101_総面積（北方地域及び竹島を除く）,B1102_総面積（北方地域及び竹島を含む）,B1103_可住地面積,B1104_主要湖沼面積,C120110_課税対象所得,C120120_納税義務者数（所得割）,C120130_納税義務者数（均等割）,C3107_耕地面積,C3403_製造業事業所数,C3404_製造業従業者数,D1202_一般行政部門職員数（市区町村）,E1101_幼稚園数,E1501_幼稚園在園者数,E2101_小学校数,E2401_小学校教員数,E2501_小学校児童数,E3101_中学校数,E3401_中学校教員数,E3501_中学校生徒数,E3901_義務教育学校数,E3902_義務教育学校前期課程学級数,E3903_義務教育学校後期課程学級数,E3904_義務教育学校教員数,E3905_義務教育学校前期課程児童数,E3906_義務教育学校後期課程生徒数,E4101_高等学校数,E4501_高等学校生徒数,F1101_労働力人口,F110101_労働力人口（男）,F110102_労働力人口（女）,F1102_就業者数,F110201_就業者数（男）,F110202_就業者数（女）,F1103_就業者数・主に仕事,F1104_就業者数・家事のほか仕事,F1105_就業者数・通学のかたわら仕事,F1106_就業者数・休業者,F1107_完全失業者数,F110701_完全失業者数（男）,F110702_完全失業者数（女）,F1108_非労働力人口,F110801_非労働力人口（男）,F110802_非労働力人口（女）,F1109_非労働力人口・家事,F1110_非労働力人口・通学,F1111_非労働力人口・その他,F1301_農林漁業者,F1302_農林漁業雇用者,F1303_会社団体役員,F1304_商店主,F1305_工場主,F1306_サービス・その他の事業主,F1307_専門職業者,F1308_技術者,F1309_教員・宗教家,F1310_文筆家・芸術家・芸能家,F1311_管理職,F1312_事務職,F1313_販売人,F1314_技能者,F1315_労務作業者,F1316_個人サービス人,F1317_保安職,F1318_内職者,F2116_就業者数（65歳以上）,F2201_第1次産業就業者数,F2211_第2次産業就業者数,F2221_第3次産業就業者数,F2401_雇用者数（国勢調査結果）,F2402_役員数,F2403_雇人のある業主数,F2404_雇人のない業主数,F2405_家族従業者数（国勢調査結果）,F2406_自営業主及び家族従業者数,F2409_雇用者数（正規の職員・従業員）,F2410_雇用者数（労働者派遣事業所の派遣社員）,F2411_雇用者数（パート・アルバイト・その他）,F2701_自市区町村で従業している就業者数,F270101_自市区町村で従業している就業者数（男）,F270102_自市区町村で従業している就業者数（女）,F2702_県内他市区町村で従業している就業者数,F270201_県内他市区町村で従業している就業者数（男）,F270202_県内他市区町村で従業している就業者数（女）,F2703_他県で従業している就業者数,F270301_他県で従業している就業者数（男）,F270302_他県で従業している就業者数（女）,F2705_他市区町村への通勤者数,F270501_他市区町村への通勤者数（男）,F270502_他市区町村への通勤者数（女）,F2801_従業地による就業者数,F2802_他県に常住している就業者数,F2803_他市区町村からの通勤者数,G1201_公民館数,G1401_図書館数,H1800_着工新設住宅戸数,H1801_着工新設持家数,H1802_着工新設貸家数,H1803_着工新設分譲住宅数,H1804_着工新設給与住宅数,H1810_着工新設持家・分譲住宅数,H2600_着工新設住宅床面積,H2601_着工新設持家床面積,H2602_着工新設分譲住宅床面積,H2603_着工新設貸家床面積,H2604_着工新設給与住宅床面積,H7207_軽自動車等台数,H7208_二輪の小型自動車台数,H7209_原動機付自転車台数,H720901_原動機付自転車台数（50ｃｃ以下）,H720902_原動機付自転車台数（50ｃｃ超90ｃｃ以下）,H720903_原動機付自転車台数（90ｃｃ超）,H720904_原動機付自転車台数（ミニカー）,H7210_軽自動車及び小型特殊自動車台数,H721001_二輪車台数（側車付のものを含む）,H721002_三輪車台数,H7701_テレビ放送受信契約数,H770101_衛星放送受信契約数,I5101_病院数,I510110_精神科病院数,I510120_一般病院数,I510150_療養病床を有する病院数,I5102_一般診療所数,I510201_有床一般診療所数,I5103_歯科診療所数,I5211_病院病床数,I5212_一般診療所病床数,I5511_介護老人保健施設数（基本票）,I5512_介護老人保健施設定員数（基本票）,J2221_保護施設数（基本票）（医療保護施設を除く）,J230127_介護老人福祉施設数（基本票）,J230128_介護老人福祉施設定員数（基本票）,J2304_老人福祉施設数（基本票）,J230411_養護老人ホーム数（基本票）,J230412_養護老人ホーム定員数（基本票）,J230421_有料老人ホーム数（基本票）,J230422_有料老人ホーム定員数（基本票）,J230431_軽費老人ホーム数（基本票）,J230432_軽費老人ホーム定員数（基本票）,J250204_児童福祉施設等数（基本票）,J250302_保育所等数（基本票）,J250303_公営保育所等数（基本票）,J2804_母子・父子福祉施設数（基本票）,J2905_障害者支援施設等数（基本票）,J2906_婦人保護施設数（基本票）,J4101_国民健康保険被保険者数
2022,北海道網走市,5856.709,10,15833,0,0,1,34308,16900,17408,332,34640,200,427,1629,1823,1687,1841,17911,135,59,47100,47100,21594,8288,50402329,16531,18152,14000,47,1532,244,4,284,9,182,1631,6,109,821,0,0,0,0,0,0,2,947,18606,10635,7971,17955,10232,7723,15257,2230,272,196,651,403,248,14472,6004,8468,4277,2282,7913,1440,670,470,130,150,160,210,1360,820,180,80,2990,1690,2980,1450,2120,740,10,2338,2230,2875,12170,13914,913,465,1110,1029,2604,8894,226,4794,16387,9109,7278,1021,754,267,21,19,2,1042,773,269,18360,34,1447,0,1,98,72,22,1,3,73,10729,8870,104,1581,174,14712,439,792,551,91,116,34,13481,442,0,13616,6967,5,1,4,2,13,3,16,736,55,2,169,0,1,42,3,1,50,0,0,2,50,10,4,1,0,5,0,8463
2022,北海道留萌市,3643.922,3,9445,0,0,1,20121,9656,10465,136,20257,99,320,885,1119,894,1125,11181,84,33,29784,29784,5202,0,26228037,9355,10369,1060,16,745,161,2,188,5,99,788,2,45,450,0,0,0,0,0,0,1,507,11347,6539,4808,10813,6173,4640,9360,1316,30,107,534,366,168,8488,2798,5690,2941,613,4934,150,140,200,130,80,90,120,1010,520,80,60,2120,1100,1760,1170,1100,970,0,1497,358,2200,8213,9179,553,200,537,300,1037,6084,93,3002,10078,5674,4404,642,432,210,27,26,1,669,458,211,11070,7,926,1,1,39,16,16,0,7,16,3241,2025,0,822,394,5380,164,467,375,32,48,12,4749,199,0,8397,3157,3,1,2,2,16,3,13,516,43,2,129,0,1,60,0,0,0,6,130,0,0,10,3,0,0,0,0,3620
2022,北海道苫小牧市,18956.042,166.964,66498,1,1,1,169384,82790,86594,821,170205,1139,1950,5470,5830,5638,5883,89262,791,338,56157,56157,20182,210,229214633,78076,83340,1240,192,11702,782,14,2036,23,608,8889,16,361,4410,0,0,0,0,0,0,7,3917,80217,47332,32885,76793,45241,31552,64368,10518,603,1304,3424,2091,1333,58140,19148,38992,22404,6563,29173,410,580,1370,360,850,790,790,5360,3110,670,260,12380,8210,19660,8120,8420,1110,60,8038,1273,19105,50802,63477,3424,1132,3007,938,5077,41004,1820,20653,66085,37788,28297,5966,4188,1778,190,176,14,6156,4364,1792,77825,195,7188,1,1,991,487,377,124,3,611,92489,57975,12635,21454,425,46591,1935,1789,1149,164,417,59,42867,1543,0,56767,22889,13,3,10,6,93,13,79,2578,228,6,507,0,8,540,9,1,80,35,737,8,539,36,26,4,0,10,0,32529
2022,北海道稚内市,5482.673,56.982,14263,0,0,1,32588,16165,16423,444,33032,187,448,1258,1596,1292,1623,17204,116,70,76147,76147,31932,467,51405119,15722,17392,14700,65,1613,234,5,422,11,158,1460,7,101,780,0,0,0,0,0,0,2,877,17815,10539,7276,16928,9972,6956,14523,2093,54,258,887,567,320,11562,3722,7840,4587,1096,5879,850,320,530,180,110,200,180,930,710,130,150,2840,1550,2910,1320,1700,730,0,2358,1287,3390,11267,12864,971,391,1045,690,2126,8460,159,4245,15670,9114,6556,216,191,25,10,9,1,226,200,26,17042,49,340,0,1,107,36,21,5,45,41,7170,4599,435,909,1227,11466,320,625,438,51,101,35,10521,403,0,14595,7782,3,0,3,2,16,1,12,487,19,1,100,0,3,203,2,1,50,0,0,0,0,13,6,2,0,2,0,7242
2022,北海道美唄市,3546.722,16.888,9988,0,0,0,20440,9727,10713,64,20504,64,387,449,697,460,702,11217,54,26,27769,27769,15776,0,22322754,8304,9537,9410,38,754,204,2,120,3,63,649,3,51,397,0,0,0,0,0,0,2,548,10562,5902,4660,10047,5539,4508,8500,1328,66,153,515,363,152,10191,3640,6551,3247,1008,5936,1360,110,240,120,100,90,120,720,410,80,30,1330,670,2120,940,1260,440,10,1668,1436,2097,6276,7418,466,281,898,833,2012,4574,191,2653,7909,4181,3728,1913,1221,692,17,15,2,1930,1236,694,9945,13,1828,4,1,36,19,16,1,0,20,3667,2369,121,1177,0,9544,361,558,387,53,79,39,8625,217,2,8257,3340,4,0,4,3,11,1,14,434,3,1,80,0,2,90,2,1,110,0,0,1,50,7,5,5,0,4,0,5234
2022,北海道芦別市,1969.949,8,6595,0,0,0,12757,5850,6907,17,12774,40,280,279,454,285,467,7238,30,19,86504,86504,13704,0,12108995,5016,5818,3540,22,1052,154,1,107,2,36,368,2,29,208,0,0,0,0,0,0,1,195,6480,3499,2981,6152,3283,2869,5246,822,14,70,328,216,112,7006,2552,4454,1943,476,4587,430,170,100,70,60,70,50,480,240,20,30,880,450,1490,630,850,130,30,1105,642,1691,3778,4849,299,125,469,375,969,3127,63,1659,5129,2632,2497,967,611,356,20,19,1,987,630,357,5846,8,681,0,1,23,11,12,0,0,11,2103,1249,0,854,0,4895,152,230,173,13,33,11,4513,136,0,5129,2052,3,1,2,2,5,1,8,421,19,1,100,0,2,70,2,0,0,0,0,1,50,2,1,1,0,1,0,3037
2022,北海道江別市,17664.311,124.892,58010,1,0,1,119115,56564,62551,700,119815,638,1265,5095,4295,5204,4360,58105,292,164,18738,18738,16763,0,143289642,50895,54035,7040,78,3901,485,6,829,17,415,5751,9,280,3461,0,0,0,0,0,0,5,3931,55757,31355,24402,53086,29622,23464,42027,8212,1976,871,2671,1733,938,47566,17098,30468,16816,9356,21394,920,520,1060,240,320,450,760,3990,2700,600,220,10150,6940,9320,4500,6020,1110,60,5216,1439,9540,39322,44684,2308,680,2591,1025,4296,25875,1373,17436,26409,11544,14865,24584,16710,7874,234,212,22,24818,16922,7896,38523,44,10255,3,4,688,415,208,58,7,473,64710,47482,6193,10584,451,28608,1305,1639,1084,147,358,50,25664,1140,0,39312,18022,6,1,5,2,69,6,65,1174,89,5,400,0,5,380,3,1,110,18,579,2,100,34,17,2,0,3,0,24553
2022,北海道赤平市,1398.399,4,4865,0,0,0,9572,4352,5220,70,9642,25,228,234,293,243,300,5639,22,8,12988,12988,3669,0,9180364,3721,4312,836,24,1083,114,1,39,3,43,284,1,16,171,0,0,0,0,0,0,0,0,4742,2550,2192,4474,2360,2114,3968,429,4,73,268,190,78,5471,2021,3450,1576,271,3624,120,50,80,40,20,30,40,390,170,20,40,580,360,1170,480,740,130,30,758,207,1219,2994,3572,203,58,432,135,625,2244,84,1244,3317,1674,1643,1087,639,448,5,5,0,1092,644,448,5152,29,1770,2,1,17,17,0,0,0,17,1984,1984,0,0,0,3333,93,165,104,15,41,5,3075,86,0,4123,1753,2,0,2,1,3,0,5,486,0,1,100,0,3,133,1,0,0,1,61,1,70,8,2,2,0,6,0,2083
2022,北海道紋別市,3753.839,6,9189,0,0,1,20816,9875,10941,501,21317,91,336,691,811,716,891,11330,73,46,83067,83067,17451,484,29660761,9720,10846,8510,58,1545,224,1,69,6,97,821,3,52,445,0,0,0,0,0,0,1,439,11668,6468,5200,11270,6212,5058,9679,1369,13,209,398,256,142,8143,2670,5473,2687,755,4701,600,470,270,140,90,150,120,640,640,70,70,1500,1170,2660,970,1220,230,0,1855,1017,2877,6940,8805,602,327,702,462,1491,5781,149,2875,10376,5601,4775,530,390,140,16,14,2,546,404,142,11204,17,480,3,1,41,28,12,0,1,28,4593,3532,0,942,119,8559,253,498,346,36,94,22,7808,257,3,8916,4207,5,0,5,3,8,2,10,408,38,2,100,0,1,77,2,1,100,1,13,0,0,11,5,1,0,5,0,5245
2022,北海道士別市,3094.295,8,8857,0,0,0,18050,8514,9536,84,18134,71,264,378,628,397,646,9121,43,27,111922,111922,27978,0,21837143,7419,8598,16600,33,460,235,3,115,6,99,704,4,67,424,0,0,0,0,0,0,2,402,9820,5507,4313,9507,5316,4191,7897,1435,27,148,313,191,122,7773,2663,5110,2417,647,4709,1220,330,200,80,90,120,60,750,410,30,60,1280,690,1550,870,1090,200,10,1691,1730,1655,5805,6728,468,273,910,891,2074,4303,146,2279,8487,4658,3829,761,507,254,10,8,2,771,515,256,9633,6,897,17,2,57,22,28,7,0,29,4631,2565,775,1291,0,9308,327,525,379,54,51,41,8456,299,0,6877,3256,1,0,1,1,13,0,10,148,0,2,149,0,2,100,1,1,100,5,100,0,0,5,3,3,0,2,0,4337
2022,北海道名寄市,5944.896,22,13445,0,0,1,26989,13147,13842,70,27059,161,297,1247,1324,1256,1331,14350,121,45,53520,53520,19852,0,35351256,12318,13689,10400,22,419,246,3,295,7,130,1230,4,77,621,0,0,0,0,0,0,2,554,14828,8599,6229,14377,8310,6067,12160,1785,241,191,451,289,162,10132,3390,6742,3369,1231,5532,1280,340,250,140,50,100,260,1050,660,70,120,2040,1250,1740,1130,1550,1850,0,1950,1666,1612,10652,11220,567,362,915,934,2211,7484,157,3579,13112,7411,5701,865,633,232,16,14,2,881,647,234,14428,12,932,19,2,89,27,59,2,1,29,6559,3147,224,3119,69,12811,519,909,619,103,132,55,11383,495,0,9972,4407,4,0,4,3,9,1,15,678,19,1,100,0,2,180,2,0,0,7,113,2,79,8,5,3,0,3,0,5298
2022,北海道三笠市,1193.407,12,4125,0,0,0,8133,3703,4430,15,8148,38,194,315,313,315,314,4732,20,3,30252,30252,5678,0,7152562,3010,3485,1340,22,487,105,0,0,2,33,260,2,26,152,0,0,0,0,0,0,1,114,3647,2074,1573,3400,1905,1495,2952,397,10,41,247,169,78,4719,1653,3066,1267,346,3106,200,90,80,50,10,40,30,280,140,20,40,500,310,670,390,450,120,0,570,310,667,2413,2803,165,69,190,161,420,1664,85,1054,2218,1179,1039,1158,710,448,3,3,0,1161,713,448,3657,1,1418,1,1,7,7,0,0,0,7,876,876,0,0,0,2867,78,155,102,14,32,7,2634,77,0,3511,1259,2,0,2,2,4,0,3,292,0,1,46,0,1,88,2,1,100,2,30,0,0,3,2,2,0,1,0,1930
2022,北海道根室市,4202.873,19,9779,0,0,1,24521,11775,12746,337,24858,115,385,654,1001,672,1015,12144,105,33,41141,50625,20785,572,32320514,11153,12610,9610,73,1726,233,2,197,7,117,926,6,87,546,1,6,3,30,88,64,1,493,14418,8119,6299,13876,7766,6110,11794,1855,27,200,542,353,189,8907,2863,6044,3029,793,5085,2210,640,390,200,110,200,80,430,530,60,90,2120,1300,2820,980,1170,450,10,2181,2768,3162,7751,9745,734,590,1035,1577,3202,6484,83,3178,13495,7510,5985,103,78,25,50,48,2,153,126,27,14078,98,355,4,1,61,37,24,0,0,37,6745,4883,0,1862,0,9252,286,450,312,46,74,18,8516,207,0,10441,5178,3,2,1,0,8,0,9,350,0,1,95,0,2,86,3,1,90,2,71,0,0,11,6,4,0,2,0,7171
2022,北海道千歳市,18199.188,56,41296,0,1,1,97192,49355,47837,750,97942,708,915,5867,5288,5977,5485,50182,528,205,59450,59450,19623,7848,140845346,47658,50415,5870,93,7695,501,8,1312,17,333,5403,9,186,2671,0,0,0,0,0,0,2,1626,47948,29116,18832,46015,27907,18108,39117,5690,671,537,1933,1209,724,29641,9992,19649,11364,4532,13745,480,680,410,260,170,210,300,2620,1680,300,250,6090,4870,8350,3790,4530,8800,20,3561,1303,8253,34047,40093,1299,511,1507,647,2665,26211,1189,12693,36016,21316,14700,7975,5300,2675,130,113,17,8105,5413,2692,50687,127,12777,12,1,942,316,539,86,1,402,72704,37127,9074,26426,77,31259,1369,1676,1089,189,353,45,28214,1255,0,37307,17416,7,2,5,3,59,8,47,1003,116,2,200,0,2,150,2,1,50,6,133,1,50,38,16,2,0,2,0,15511
2022,北海道滝川市,6000.639,23.958,17661,0,0,1,39157,18608,20549,107,39264,214,579,1622,1871,1639,1889,21177,164,62,11590,11590,10206,0,48402531,17577,19556,5100,21,526,238,2,294,6,149,1716,4,83,901,0,0,0,0,0,0,3,1559,19610,10959,8651,18850,10458,8392,16044,2447,149,210,760,501,259,15751,5380,10371,5619,1655,8477,850,200,480,190,170,160,330,1720,1070,160,90,2910,2000,2950,1480,2430,750,20,2526,926,3385,13819,15268,915,366,1111,673,2150,9690,249,5329,13391,6928,6463,4917,3174,1743,33,31,2,4950,3205,1745,17463,10,3563,1,1,141,68,57,16,0,84,12957,8059,1757,3141,0,13706,554,632,441,57,115,19,12520,492,0,14456,5560,5,1,4,2,25,5,26,1127,63,2,190,0,2,200,4,1,50,5,184,2,100,14,5,2,0,0,0,7770
2022,北海道砂川市,2355.962,3,8534,0,0,0,16468,7588,8880,37,16505,76,295,515,640,522,640,8742,50,24,7868,7868,4884,0,20366653,7190,8058,1500,20,737,164,1,98,5,80,605,2,34,370,0,0,0,0,0,0,1,242,8064,4425,3639,7740,4210,3530,6575,1023,43,99,324,215,109,7444,2697,4747,2341,648,4455,300,80,160,90,80,120,140,940,300,40,60,1260,700,1830,700,740,140,20,1132,463,1755,5339,6258,408,194,482,276,952,4129,102,2027,5216,2686,2530,2381,1437,944,14,13,1,2395,1450,945,8679,5,3334,1,1,29,28,0,1,0,29,3959,3848,111,0,0,5428,216,249,170,25,45,9,4963,167,0,6616,2558,2,1,1,0,8,0,8,622,0,1,62,0,1,100,2,0,0,5,154,1,50,4,3,3,0,2,0,3394
2022,北海道歌志内市,449,1,1728,0,0,0,3009,1427,1582,10,3019,6,67,50,105,54,105,1779,8,1,5595,5595,1398,0,2593752,1145,1322,12,2,37,72,0,0,1,13,55,1,13,46,0,0,0,0,0,0,0,0,1421,818,603,1306,732,574,1134,156,3,13,115,86,29,1947,712,1235,453,90,1404,10,20,30,30,10,10,0,90,60,10,20,190,90,310,180,180,60,0,173,34,329,940,1148,60,14,66,16,96,722,15,411,641,332,309,660,396,264,2,2,0,662,398,264,1025,3,381,0,1,0,0,0,0,0,0,0,0,0,0,0,890,23,40,28,4,8,0,827,25,0,1434,544,1,0,1,1,4,0,1,60,0,0,0,1,1,50,2,1,100,0,0,0,0,3,1,1,0,0,0,NA
2022,北海道深川市,3339.894,22.826,9858,0,0,1,19955,9369,10586,130,20085,84,348,697,790,742,808,10677,49,20,52942,52942,21452,0,23081029,8432,9663,11500,16,252,195,2,109,6,81,703,2,39,371,0,0,0,0,0,0,2,354,10300,5572,4728,10006,5389,4617,8468,1319,102,117,294,183,111,9414,3452,5962,2864,923,5627,1200,290,170,80,90,90,130,960,460,40,60,1590,790,1260,840,1110,260,0,1718,1743,1267,6885,7242,506,314,904,956,2174,4616,73,2553,8534,4403,4131,1382,931,451,7,6,1,1389,937,452,10136,9,1519,7,1,79,40,36,3,0,43,7283,4877,316,2090,0,10201,265,556,409,45,77,25,9380,228,0,7167,2721,5,2,3,2,13,0,12,1039,0,1,96,0,2,150,4,0,0,1,30,3,129,10,9,3,0,2,0,4953
2022,北海道富良野市,3504.473,39.948,9086,0,0,1,20814,9821,10993,257,21071,125,278,714,1031,776,1059,10453,88,29,60071,60071,19740,0,26803011,9546,10741,10500,21,351,202,4,305,9,143,991,5,72,497,0,0,0,0,0,0,2,676,12277,6640,5637,11843,6354,5489,10074,1562,58,149,434,286,148,7598,2596,5002,2314,847,4437,1750,540,180,110,40,120,110,760,670,100,40,1480,910,1570,1160,1350,300,0,1805,2401,1586,7584,8549,501,348,1012,1223,2583,5145,151,3253,10602,5530,5072,1049,708,341,7,7,0,1056,715,341,12431,46,1644,2,1,154,50,104,0,0,50,9308,5936,0,3372,0,10284,318,660,483,54,98,25,9306,341,1,9222,4810,3,1,2,2,11,1,13,567,19,2,129,0,1,120,2,1,100,3,75,0,0,11,1,1,0,2,0,5424
2022,北海道登別市,6248.912,35,20854,0,0,0,46651,22377,24274,182,46833,243,624,1582,1950,1616,1986,24335,163,75,21221,21221,3744,0,55358444,20645,22490,1030,36,742,260,4,481,8,156,1985,5,89,1035,0,0,0,0,0,0,1,435,22277,12751,9526,21048,11957,9091,17764,2876,132,276,1229,794,435,20246,7138,13108,7077,1965,11204,130,160,480,100,250,220,150,1800,1230,160,40,3030,2130,4850,2110,2800,650,10,2593,258,5055,15380,18038,1042,343,883,373,1599,11636,281,6121,11349,5619,5730,9250,6053,3197,46,44,2,9296,6097,3199,14862,11,3110,3,2,138,96,28,13,1,109,14938,10922,1691,2236,89,12876,536,593,375,68,122,28,11747,365,0,19616,8362,6,0,6,6,18,2,21,1317,22,2,100,0,2,200,3,1,70,2,73,1,50,13,5,4,0,1,0,9332
2022,北海道恵庭市,14075.89,45.9,33346,0,0,0,69622,33875,35747,475,70097,424,669,3165,2880,3233,2939,33708,272,143,29465,29465,9736,0,89916955,31860,34267,4300,84,4810,335,6,994,8,225,3765,5,145,1952,0,0,0,0,0,0,2,1722,33235,19243,13992,31646,18241,13405,25984,4469,790,403,1589,1002,587,25067,8724,16343,9391,4369,11307,360,600,510,90,110,190,340,2170,1360,130,60,4660,3400,6060,2680,3630,3370,40,3069,1212,6550,22605,27393,1067,407,1290,578,2275,16613,842,9938,18458,9622,8836,12150,7904,4246,122,113,9,12272,8017,4255,27358,41,7984,1,3,522,234,236,52,0,286,42294,27022,5524,9748,0,20984,838,1159,738,122,264,35,18987,870,0,24029,10809,7,2,5,3,38,6,38,1098,65,2,200,0,2,121,1,0,0,5,411,1,50,10,9,2,0,1,0,12589
2022,北海道伊達市,4682.653,27.925,15383,0,0,0,33192,15467,17725,214,33406,162,507,1010,1147,1034,1169,17616,97,53,44421,44421,13092,0,39319430,14411,16272,4960,24,713,226,2,228,8,142,1438,3,70,806,1,1,3,15,13,19,2,645,16890,9132,7758,16124,8632,7492,13743,2098,50,233,766,500,266,14031,5026,9005,4362,1322,8347,1230,470,270,170,140,170,230,1400,1070,120,60,2140,1500,3020,1440,2280,280,0,2366,1655,2895,11421,12770,752,431,1222,830,2483,8175,130,4465,12156,5901,6255,3813,2644,1169,14,11,3,3827,2655,1172,14565,8,2268,0,1,130,76,51,1,2,77,12240,9097,106,2717,320,11698,401,581,392,48,121,20,10716,322,0,14583,6402,3,1,2,2,26,3,19,832,57,2,228,0,4,220,4,1,80,2,86,3,150,13,8,3,0,7,0,7723
2022,北海道北広島市,8538.784,31.861,28390,0,0,0,57728,27662,30066,402,58130,253,621,2249,2074,2335,2127,27642,148,102,11905,11905,7400,0,72065871,25216,27432,1940,76,3652,306,6,624,9,194,2803,8,165,1834,0,0,0,0,0,0,3,2785,27459,15614,11845,26266,14823,11443,21101,4261,503,401,1193,791,402,22931,8180,14751,8311,3383,11237,310,180,460,150,280,180,380,1770,1410,270,140,5130,3490,4990,2750,3260,620,0,2892,559,4482,20189,22277,1261,337,1407,359,2103,13196,635,8446,11496,5248,6248,13973,9039,4934,127,117,10,14100,9156,4944,25028,29,12862,2,5,239,158,64,16,1,174,23649,18908,1651,2957,133,15404,665,756,473,72,195,16,13983,549,0,19249,9197,5,0,5,5,34,2,33,604,38,2,190,0,3,250,1,0,0,7,189,1,50,20,12,3,0,8,0,12100
2022,北海道石狩市,7679.319,65,25649,0,0,0,57791,28032,29759,491,58282,279,615,2150,1853,2240,1893,27707,165,100,72242,72242,21533,0,64693351,24165,27493,5540,121,4257,358,0,0,9,205,2943,6,141,1612,1,0,3,16,27,10,2,1774,27382,15621,11761,26136,14772,11364,21077,4214,443,402,1246,849,397,20616,7128,13488,7746,2454,10416,780,300,620,180,330,200,200,1480,950,170,100,4060,3040,5970,2790,2810,400,10,3524,1258,5889,17653,20729,1443,488,1711,773,2972,11845,585,8299,13166,6322,6844,11803,7686,4117,114,103,11,11917,7789,4128,29025,66,14806,3,4,322,247,40,32,3,279,34585,28387,3561,2523,114,18382,749,927,611,91,184,41,16706,753,0,18212,7441,5,1,4,2,28,6,22,617,76,1,100,0,3,230,2,0,0,3,54,2,100,19,14,0,0,6,0,13199
2022,北海道北斗市,6898.744,28,18891,0,0,0,45320,21345,23975,337,45657,247,525,1413,1592,1491,1608,22002,161,113,39744,39744,9835,0,50856675,19455,21931,4250,57,2770,185,4,400,11,197,2340,5,107,1305,0,0,0,0,0,0,3,736,22887,12412,10475,21715,11734,9981,18206,3085,159,265,1172,678,494,16027,5406,10621,5549,2030,8448,940,370,450,80,290,250,150,1150,1190,120,30,3270,2400,4960,2270,2630,240,20,2514,1699,4840,14515,17492,939,527,1304,937,2768,10752,347,6393,11074,5607,5467,9899,5661,4238,154,148,6,10053,5809,4244,18190,17,6528,1,2,143,105,12,26,0,131,17283,13287,2784,1212,0,19108,559,764,531,82,131,20,17785,411,0,15696,5942,0,0,0,0,27,2,16,0,38,2,176,0,3,200,2,0,0,2,120,2,100,11,9,0,0,8,0,9844
2022,北海道当別町,2968.763,16,8187,0,0,0,15482,7549,7933,136,15618,47,203,584,664,589,672,7558,40,23,42286,42286,15932,0,18590376,6762,7773,8520,7,956,143,0,0,2,45,526,2,41,320,0,0,0,0,0,0,1,264,8613,4905,3708,8131,4591,3540,6539,1286,219,87,482,314,168,6704,2372,4332,2224,1460,3020,1090,130,130,70,70,110,100,530,260,80,30,1230,870,1460,840,950,240,0,1203,1258,1500,5220,6060,396,172,748,654,1574,3438,168,2454,4614,2320,2294,3391,2191,1200,32,27,5,3423,2218,1205,7100,11,2392,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7440,215,396,269,26,71,30,6829,221,0,5405,2222,0,0,0,0,13,0,6,0,0,1,100,0,2,80,1,1,40,1,125,0,0,2,2,0,0,1,0,4048
2022,北海道新篠津村,915.76,4,1709,0,0,0,2971,1428,1543,8,2979,14,66,76,80,77,80,1375,13,2,7804,7804,7589,0,3827216,1292,1460,5140,2,17,47,0,0,1,13,125,1,14,68,0,0,0,0,0,0,0,0,1591,863,728,1569,848,721,1291,249,7,22,22,15,7,1303,523,780,282,314,707,580,70,20,0,0,20,0,40,80,0,10,180,50,130,90,130,30,10,324,674,110,651,774,62,65,212,392,669,464,11,299,1271,674,597,220,135,85,2,0,2,222,135,87,1832,1,485,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2821,47,156,129,4,9,14,2618,48,0,1056,507,0,0,0,0,3,1,1,0,19,0,0,0,1,135,0,0,0,0,0,0,0,1,0,0,0,2,0,1235
2022,北海道松前町,1569.824,2,3544,0,0,0,6708,3182,3526,45,6753,21,132,185,317,190,319,3834,10,8,29325,29325,2363,0,6840552,2230,2710,436,15,384,84,0,0,3,28,159,1,12,94,0,0,0,0,0,0,1,52,3381,1801,1580,3251,1704,1547,2621,569,0,61,130,97,33,3407,1197,2210,1272,201,1934,230,80,50,90,40,40,20,170,140,10,40,380,180,970,280,300,200,0,815,362,1088,1799,2564,114,120,299,148,567,1327,23,1214,2941,1424,1517,176,153,23,117,116,1,293,269,24,3056,3,98,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2374,41,259,210,14,31,4,2074,32,0,3221,1928,1,0,1,0,3,1,4,100,19,0,0,0,1,70,0,0,0,4,98,0,0,2,2,1,0,1,0,2015
